pos,player,opp,status,stats,points,year,week,team,total_score,total_bench,record,streak,team_away,total_score_away,total_bench_away,record_away,streak_away,game_id
RB,M. Breida RB - SF,LA,"Loss, 10-39","15 Rush Yds, Rush TD, 1 Fum, Rec Yds, Rec TD, 2PT, ...",-0.5,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
WR,A. Thielen WR - MIN,@NYJ,"Win, 37-17","110 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",21.5,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
WR,J. Landry WR - CLE,@TB,"Loss, 23-26","97 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",20.7,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
TE,D. Njoku TE - CLE,@TB,"Loss, 23-26","52 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",13.2,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
W/R,A. Ekeler RB - LAC,TEN,"Win, 20-19","42 Rush Yds, Rush TD, Fum, 26 Rec Yds, Rec TD, 2PT, ...",9.3,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
K,J. Myers K - NYJ,MIN,"Loss, 17-37","2 PAT, PAT Miss, 0-19, 20-29, 30-39, 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",7.0,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
DEF,Rams DEF,@SF,"Win, 39-10","10 Pts, 7 Sck, 2 Int, 2 Fum, TD, Ret TD, 1 Saf, ...",23.0,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
BN,D. Jackson WR - TB,CLE,"Win, 26-23","25 Rec Yds, Rec TD, Fum, 8 Rush Yds, 1 Rush TD, 2PT, ...",10.3,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
BN,J. Graham TE - GB,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
BN,C. Thompson RB - WAS,DAL,"Win, 20-17","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
BN,W. Smallwood RB - PHI,CAR,"Loss, 17-21","32 Rush Yds, Rush TD, Fum, 5 Rec Yds, Rec TD, 2PT, ...",4.7,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
BN,J. Smith-Schuster WR - PIT,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
BN,N. Chubb RB - CLE,@TB,"Loss, 23-26","80 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",14.0,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
QB,C. Newton QB - CAR,@PHI,"Win, 21-17","269 Pass Yds, 2 Pass TD, Int, 49 Rush Yds, Rush TD, Fum, 1 2PT, ...",25.66,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
RB,K. Drake RB - MIA,DET,"Loss, 21-32","72 Rush Yds, 1 Rush TD, Fum, 15 Rec Yds, Rec TD, 2PT, ...",16.7,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
RB,D. Henry RB - TEN,@LAC,"Loss, 19-20","33 Rush Yds, 1 Rush TD, Fum, 32 Rec Yds, Rec TD, 2PT, ...",13.5,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
WR,M. Evans WR - TB,CLE,"Win, 26-23","107 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",14.2,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
WR,S. Shepard WR - NYG,@ATL,"Loss, 20-23","167 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",19.2,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
TE,C. Clay TE - BUF,@IND,"Loss, 5-37","14 Rec Yds, Rec TD, 1 Fum, Rush Yds, Rush TD, 2PT, ...",0.9,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
W/R,K. Allen WR - LAC,TEN,"Win, 20-19","72 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.7,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
K,S. Gostkowski K - NE,@CHI,"Win, 38-31","5 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",7.0,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
DEF,Eagles DEF,CAR,"Loss, 17-21","21 Pts, 2 Sck, Int, Fum, TD, Ret TD, Saf, ...",2.0,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
BN,J. Nelson WR - LV,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
BN,A. Brown WR - PIT,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
BN,C. Keenum QB - DEN,@ARI,"Win, 45-10","161 Pass Yds, 1 Pass TD, 1 Int, 4 Rush Yds, Rush TD, Fum, 2PT, ...",8.84,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
BN,R. Burkhead RB - NE,@CHI,"Win, 38-31","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
BN,E. Engram TE - NYG,@ATL,"Loss, 20-23","16 Rec Yds, Rec TD, Fum, 10 Rush Yds, Rush TD, 2PT, ...",3.6,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
BN,T. Cohen RB - CHI,NE,"Loss, 31-38","14 Rush Yds, Rush TD, Fum, 69 Rec Yds, 1 Rec TD, 2PT, ...",18.3,2018,7,RoadToGlory,108.86,30.74,3-4-0,L2,Die EXperten,144.48,29.0,4-3-0,W3,92
QB,C. Wentz QB - PHI,CAR,"Loss, 17-21","310 Pass Yds, 2 Pass TD, Int, 3 Rush Yds, Rush TD, 1 Fum, 2PT, ...",18.7,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
RB,B. Powell RB - NYJ,MIN,"Loss, 17-37","20 Rush Yds, Rush TD, Fum, 5 Rec Yds, Rec TD, 2PT, ...",3.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
RB,M. Mack RB - IND,BUF,"Win, 37-5","126 Rush Yds, 1 Rush TD, Fum, 33 Rec Yds, 1 Rec TD, 1 2PT, ...",30.9,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
WR,J. Jones WR - ATL,NYG,"Win, 23-20","104 Rec Yds, Rec TD, 1 Fum, Rush Yds, Rush TD, 2PT, ...",12.9,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
WR,M. Jones WR - DET,@MIA,"Win, 32-21","29 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.4,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
TE,Z. Ertz TE - PHI,CAR,"Loss, 17-21","138 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",18.3,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
W/R,M. Crabtree WR - BAL,NO,"Loss, 23-24","66 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.1,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
K,P. Dawson K - ARI,DEN,"Loss, 10-45","1 PAT, PAT Miss, 0-19, 20-29, 30-39, 1 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",5.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
DEF,Vikings DEF,@NYJ,"Win, 37-17","17 Pts, 3 Sck, 3 Int, 1 Fum, TD, Ret TD, Saf, ...",12.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
BN,P. Garcon WR - SF,LA,"Loss, 10-39","5 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
BN,J. Cook TE - LV,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
BN,K. Benjamin WR - KC,CIN,"Win, 45-10","71 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.1,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
BN,J. Garoppolo QB - SF,LA,"Loss, 10-39","Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
BN,M. Gordon RB - LAC,TEN,"Win, 20-19","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
BN,R. Penny RB - SEA,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Goldcity,114.3,10.1,4-3-0,L1,DJ-CMC,119.42,12.2,5-2-0,W3,93
QB,M. Trubisky QB - CHI,NE,"Loss, 31-38","333 Pass Yds, 2 Pass TD, 2 Int, 81 Rush Yds, 1 Rush TD, Fum, 2PT, ...",31.42,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
RB,D. Johnson RB - ARI,DEN,"Loss, 10-45","39 Rush Yds, Rush TD, Fum, 31 Rec Yds, Rec TD, 2PT, ...",8.5,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
RB,C. McCaffrey RB - CAR,@PHI,"Win, 21-17","29 Rush Yds, Rush TD, Fum, 51 Rec Yds, Rec TD, 2PT, ...",11.0,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
WR,J. Brown WR - BAL,NO,"Loss, 23-24","134 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",22.9,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
WR,T. Boyd WR - CIN,@KC,"Loss, 10-45","27 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.2,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
TE,A. Hooper TE - ATL,NYG,"Win, 23-20","48 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.3,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
W/R,P. Lindsay RB - DEN,@ARI,"Win, 45-10","90 Rush Yds, 1 Rush TD, Fum, 6 Rec Yds, Rec TD, 2PT, ...",16.1,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
K,M. Prater K - DET,@MIA,"Win, 32-21","2 PAT, PAT Miss, 0-19, 2 20-29, 1 30-39, 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",14.0,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
DEF,Chargers DEF,TEN,"Win, 20-19","19 Pts, 2 Sck, 1 Int, Fum, TD, Ret TD, Saf, ...",5.0,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
BN,L. McCoy RB - BUF,@IND,"Loss, 5-37","1 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.1,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
BN,R. Gronkowski TE - NE,@CHI,"Win, 38-31","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
BN,A. Rodgers QB - GB,Bye,,"Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
BN,A. Peterson RB - WAS,DAL,"Win, 20-17","99 Rush Yds, Rush TD, Fum, 8 Rec Yds, Rec TD, 2PT, ...",11.2,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
BN,A. Robinson WR - CHI,NE,"Loss, 31-38","4 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.9,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
BN,A. Cooper WR - DAL,@WAS,"Loss, 17-20","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,DJ-CMC,119.42,12.2,5-2-0,W3,Goldcity,114.3,10.1,4-3-0,L1,93
QB,J. Goff QB - LA,@SF,"Win, 39-10","202 Pass Yds, 2 Pass TD, Int, 4 Rush Yds, Rush TD, Fum, 2PT, ...",16.48,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
RB,M. Ingram RB - NO,@BAL,"Win, 24-23","32 Rush Yds, Rush TD, Fum, 10 Rec Yds, Rec TD, 2PT, ...",5.2,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
RB,A. Kamara RB - NO,@BAL,"Win, 24-23","64 Rush Yds, 1 Rush TD, Fum, 11 Rec Yds, Rec TD, 2PT, ...",14.5,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
WR,A. Jeffery WR - PHI,CAR,"Loss, 17-21","88 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",18.3,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
WR,B. Cooks WR - LA,@SF,"Win, 39-10","64 Rec Yds, 1 Rec TD, Fum, 7 Rush Yds, Rush TD, 2PT, ...",15.1,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
TE,T. Kelce TE - KC,CIN,"Win, 45-10","95 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.0,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
W/R,T. Coleman RB - ATL,NYG,"Win, 23-20","50 Rush Yds, 1 Rush TD, Fum, 32 Rec Yds, Rec TD, 2PT, ...",15.2,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
K,G. Zuerlein K - LA,@SF,"Win, 39-10","4 PAT, PAT Miss, 0-19, 20-29, 3 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",13.0,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
DEF,Texans DEF,@JAX,"Win, 20-7","7 Pts, 4 Sck, 1 Int, 2 Fum, TD, Ret TD, Saf, ...",14.0,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
BN,R. Wilson QB - SEA,Bye,,"Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
BN,A. Morris RB - SF,LA,"Loss, 10-39","25 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",2.5,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
BN,D. Funchess WR - CAR,@PHI,"Win, 21-17","62 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",15.2,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
BN,D. Cook RB - MIN,@NYJ,"Win, 37-17","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
BN,C. Ridley WR - ATL,NYG,"Win, 23-20","43 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.8,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
BN,M. Crosby K - GB,Bye,,"PAT, PAT Miss, 0-19, 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",0.0,2018,7,Rui's Crew,123.78,24.5,3-4-0,W1,Frodo's Homos,88.32,12.2,2-5-0,L3,94
QB,A. Dalton QB - CIN,@KC,"Loss, 10-45","148 Pass Yds, 1 Pass TD, 1 Int, Rush Yds, Rush TD, Fum, 2PT, ...",7.92,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
RB,J. Mixon RB - CIN,@KC,"Loss, 10-45","50 Rush Yds, Rush TD, Fum, 1 Rec Yds, Rec TD, 2PT, ...",6.6,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
RB,S. Michel RB - NE,@CHI,"Win, 38-31","22 Rush Yds, Rush TD, 1 Fum, 13 Rec Yds, Rec TD, 2PT, ...",2.0,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
WR,M. Thomas WR - NO,@BAL,"Win, 24-23","69 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.4,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
WR,C. Kirk WR - ARI,DEN,"Loss, 10-45","57 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.2,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
TE,G. Kittle TE - SF,LA,"Loss, 10-39","98 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",18.3,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
W/R,S. Barkley RB - NYG,@ATL,"Loss, 20-23","43 Rush Yds, 1 Rush TD, Fum, 51 Rec Yds, Rec TD, 1 2PT, ...",21.9,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
K,W. Lutz K - NO,@BAL,"Win, 24-23","3 PAT, PAT Miss, 0-19, 20-29, 1 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",6.0,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
DEF,Jaguars DEF,HOU,"Loss, 7-20","20 Pts, 1 Sck, Int, Fum, TD, Ret TD, Saf, ...",2.0,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
BN,D. Thomas WR - HOU,@JAX,"Win, 20-7","42 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.7,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
BN,B. Roethlisberger QB - PIT,Bye,,"Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
BN,J. Kearse WR - NYJ,MIN,"Loss, 17-37","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
BN,I. Crowell RB - NYJ,MIN,"Loss, 17-37","29 Rush Yds, Rush TD, Fum, 21 Rec Yds, Rec TD, 2PT, ...",5.5,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
BN,G. Allison WR - GB,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
BN,A. Jones RB - GB,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Frodo's Homos,88.32,12.2,2-5-0,L3,Rui's Crew,123.78,24.5,3-4-0,W1,94
QB,P. Mahomes QB - KC,DEN,"Win, 30-23","303 Pass Yds, 4 Pass TD, 1 Int, -1 Rush Yds, Rush TD, Fum, 2PT, ...",26.02,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
RB,J. Conner RB - PIT,CLE,"Win, 33-18","146 Rush Yds, 2 Rush TD, Fum, 66 Rec Yds, Rec TD, 2PT, ...",35.7,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
RB,K. Johnson RB - DET,SEA,"Loss, 14-28","22 Rush Yds, Rush TD, Fum, 69 Rec Yds, Rec TD, 2PT, ...",12.1,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
WR,D. Adams WR - GB,@LA,"Loss, 27-29","133 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",15.8,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
WR,S. Diggs WR - MIN,NO,"Loss, 20-30","119 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",22.9,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
TE,T. Burton TE - CHI,NYJ,"Win, 24-10","18 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.3,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
W/R,J. Edelman WR - NE,@BUF,"Win, 25-6","104 Rec Yds, Rec TD, Fum, 13 Rush Yds, Rush TD, 2PT, ...",16.2,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
K,D. Bailey K - MIN,NO,"Loss, 20-30","2 PAT, 1 PAT Miss, 0-19, 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",1.0,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
DEF,Bears DEF,NYJ,"Win, 24-10","10 Pts, 1 Sck, Int, Fum, TD, Ret TD, Saf, ...",5.0,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
BN,D. Lewis RB - TEN,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
BN,D. Martin RB - LV,IND,"Loss, 28-42","72 Rush Yds, Rush TD, 1 Fum, 17 Rec Yds, Rec TD, 2PT, ...",7.9,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
BN,E. Elliott RB - DAL,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
BN,C. Davis WR - TEN,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
BN,I. Smith RB - ATL,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
BN,R. Freeman RB - DEN,@KC,"Loss, 23-30","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,8,Unlimited Power,138.02,7.9,6-2-0,W5,mod s0beit,75.54,16.6,2-6-0,L5,95
QB,J. Winston QB - TB,@CIN,"Loss, 34-37","276 Pass Yds, 1 Pass TD, 4 Int, 18 Rush Yds, Rush TD, Fum, 2PT, ...",8.84,2018,8,mod s0beit,75.54,16.6,2-6-0,L5,Unlimited Power,138.02,7.9,6-2-0,W5,95
